ticket,issue_id,module,summary,role,source,comment,source_file,month,year,phase,top_level_category,sub_category,journeys
PFT-4008,185089,Cover,Events and cover,Data Manager,July 2025 - Row 650,"When I need to put someone out on an event e.g. we have a Primary school taster morning. I need to show that if they have any cover requirements it would be useful if when an event is created in the calendar the event recognises that they have a lesson so it would create an alert saying cover is required. Currently i have to put in a staff absence so that cover gets created then i add in the event. so its a bit of a duplication of effort.

 thank you",07. July 2025 - User feedback - Part 1.txt,July,2025,Primary,Attendance & Registers,Staff absence and cover,Inputting Subject Assessment Data
PFT-4006,185086,Timetable,Seating Plans - drag and drop,Classroom Teacher,July 2025 - Row 652,"Seating plans are difficult to change on arbor compared to classcharts. It would be significantly easier to use (and so more likely to be used and improve classroom management) if students were able to be selected by dragging and dropping into seats.

 Another improvement would be to show more names on the drop down box. It shows about 6, so selecting a student means dragging down a list which makes it more time consuming!",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-3996,185068,Student Portal/App,link random name selector to the dashboard page / have it in my items,teacher of science,July 2025 - Row 662,"Hi

  can there be a shorter way to get onto the name picker - maybe from the lesson dashboard page?

 Thanks",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Classroom Management,Lesson dashboard and cover,
PFT-3995,185067,Timetable,Seating plans have the navigation to rest of site,teacher of science,July 2025 - Row 663,"Can the seating plan have the arbor heading - so if it is my only arbor tab open I can navigate the site not open a new one?

 Thanks

 Tamara",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-3988,185052,Attendance,edit whole day register,Business Support Officer,July 2025 - Row 670,To be able to open up and the afternoon registers to add illness whilst doing the morning registers. Without having to go through roll call,07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Attendance & Registers,Bulk edit and workflow,Completing Morning Registration and Meal Selections|Taking Period-by-Period Registers
PFT-3973,184982,Attendance,Being able to see AM attendance alongside PM attendence.,Unknown,July 2025 - Row 685,"Had two PM registers that weren't marked in class this afternoon and on Integris I would look at AM attendance and if we hadn't signed the child out I would know the children were still in school.

 If we just just see the AM mark on the PM register like we can the week on the right hand side, that would save time.",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-3969,184975,Attendance,Individual Attendance Summary for Staff,Unknown,July 2025 - Row 689,"A 1 page document that lists attendance over the academic year, break this down into types of attendance as well as teaching hours/ days missed.

 I would also like to include an overall attendance % so staff can compare this to our expectations on children.",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Attendance & Registers,Reporting and statistics,Taking Period-by-Period Registers
PFT-3957,184932,Behaviour,Homepage,MIS Manager,July 2025 - Row 701,"YTD total number of suspensions' and 'YTD number of students with 1 or more suspension, should be KPI tiles on the homepage dashboard, alongside the corresponding figures for the previous year. These are key KPIs for Ofsted so should be more visible.

 It would also be good if there was more personalisation available for this dashboard, for example choosing the timescale over which incidents are compared is set to be per month but ought to be optional if this is per day/week/term etc",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Behaviour Management,Behaviour incidents and logging,Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions
PFT-3951,184904,Safeguarding,evacuation list,Unknown,July 2025 - Row 707,"I feel that the absences for children should not appear on the evacuation lists as these children are not in school, at the least I think the reasons for why they are absents should not appear as it could contain sensitive information and possible safeguarding notices.",07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Attendance & Registers,Evacuation and emergency registers,Accessing Vital Pupil Context|Conducting Emergency Evacuation Registers|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports
PFT-3945,184846,Timetable,Seating Plans,Data Manager,July 2025 - Row 713,It would be great if we could set the room lay out for every classroom so that individual teachers don't have to set up each classroom they teach in.,07. July 2025 - User feedback - Part 1.txt,July,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-4784,190021,Core Student Record,Adding Young Carer status to lesson settings dashboard,data manager,Sheet1 - Row 13,"I've been asked by our young carer leader if the young carer status could be shown on registers just like how a teacher can see if a student is PP by a tick or a cross.

 I've followed the helpguide to look at what can be added to lesson dashboard but young carer is not an option.

 I've been onlive chat & they suggested adding a note & pinning it.

 Please could it be considered that the young carer status is included in the lesson settings under enrolment, academic in order for this to carry over onto registers without additional work having to be done for teachers to see this information",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Attendance & Registers,Clubs and wrap-around,Taking Period-by-Period Registers
PFT-4766,189808,Groups & Enrolments,Club setup,SBM,Sheet1 - Row 31,"I would like to be able to assign my breakfast club to a child who only attends on Tuesdays and Fridays for the full year without having to select every Tuesday and Friday in the academic calendar.

 In Scholarpack, setting up a club register for the year was very easy. the Arbor method is very time consuming for admin staff.",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Attendance & Registers,Bulk edit and workflow,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers
PFT-4762,189717,Staff/HR,Migration of staff profiles across Trust schools,Executive Headteacher,Sheet1 - Row 35,"As a Trust, we have staff and leaders that move between schools, or work as executive leaders across both schools. Arbor does not allow profiles to be moved over and requires us to have set up entirely new profiles. As a Trust, we use Arbor for all record keeping ie professional development, HR paperwork, absence recording etc which means when staff move to another Trust school, this is lost or has to be downloaded document by document and re-uploaded which is extremely time consuming. As we are encouraged to use Arbor as a complete system, not having the ability to do this is frustrating and makes saving all of the above in a different place more appealing as this would save time, which is counterproductive.

 Is there a way this could be developed for MATs?",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Attendance & Registers,Bulk edit and workflow,
PFT-4760,189695,Behaviour,statutory guidance from DFE - Physical Intervention Report and Recording,Ryan,Sheet1 - Row 37,"https://consult.education.gov.uk/behaviour-unit/revised-use-of-reasonable-force-guidance/supporting_documents/Use%20of%20reasonable%20force%20and%20other%20restrictive%20interventions%20guidance.pdf

 Arbor needs to have this correct for September.

 Recording and reporting the use of force by members

 of staff

 Recording the use of force (statutory guidance)

 Governing bodies of maintained schools and the proprietors of other schools must

 ensure that a procedure is in place for recording each significant incident in which a

 member of staff uses force on a pupil, as part of the school’s duty under section 93A of

 the Education and Inspections Act 2006.

 Incidents must be recorded by the staff member(s) involved as soon as practicable after

 the event.

 The procedure must require that a record of any such incident is made in writing as soon

 as practicable after the incident. The requirement to record applies even if the use of

 reasonable force and other restrictive interventions in certain circumstances is agreed

 with parents as part of a pupil’s behaviour support plan.

 In discharging their duty to have a procedure in place, the governing body or proprietor

 must have regard to this guidance and any other relevant guidance issued by the

 Secretary of State for these purposes.

 Schools should record the following details as a minimum:

 • names of pupil and staff directly involved

 • any relevant needs or circumstances of the pupil, including whether the pupil

 involved has an identified special educational need or disability and their SEN

 status code

 • time, date, location and approximate length of time the intervention was used

 • brief account of the incident, including what led up to the incident, identified or

 potential triggers if known, any preventative or de-escalation strategies used, what

 type of reasonable force was applied, the degree of force, and details of physical

 injuries sustained, if applicable

 • brief account of why the use of force was assessed as necessary in that instance

 • any post-incident support, such as details of any medical treatment for injuries or

 other adverse impacts

 Schools may also wish to record additional details to support their evaluation of incidents

 to identify best practices and areas for improvement. For example, the pupil’s and/or

 witnesses’ accounts of what happened, when and how parents were notified, and what

 follow-up has taken place.

 15

 Reporting the use of force (statutory guidance)

 Governing bodies of maintained schools and the proprietors of other schools must

 ensure that a procedure is in place for reporting each significant incident in which a

 member of staff uses force on a pupil to each parent of the pupil as soon as practicable

 after the incident, except where:

 • the pupil is aged 20 or over; or

 • it appears to the staff member that doing so would be likely to result in significant

 harm to the pupil. This includes all forms of abuse and neglect. In this instance,

 the staff member must report the incident to the local authority within whose area

 the pupil is ordinarily resident.

 A report of the incident made to parents should include the following details as a

 minimum:

 • time, date, location and approximate length of time the force was used

 • brief account of what type of reasonable force was applied, and the degree of

 force

 • details of any physical injuries sustained, if applicable

 • brief account of why the use of force was assessed as necessary in that instance

 The requirement to report applies even if the use of reasonable force in certain

 circumstances is agreed with parents as part of a pupil’s behaviour support plan.

 Schools may choose how best to communicate this information to parents. For example,

 via phone call, email or online messaging system. Best practice would include inviting

 parents to have a follow-up discussion about the incident where appropriate. This could

 involve a discussion about any behavioural triggers, any warning signs of an impending

 incident, whether any agreed behaviour support plans were followed, what de-escalation

 strategies were used and how effective they were, and what might be done differently in

 the future. The school may use this information to amend any existing behaviour support

 plans, as needed.",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Behaviour Management,Behaviour incidents and logging,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-4757,189659,Timetable,PPA SET UP,Unknown,Sheet1 - Row 40,Could we have PPA already set up for each lesson so we just have to allocate the staff members to each slot?,08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Classroom Management,Room changes and timetable,
PFT-4751,189604,Behaviour,Updating enrollmemts/students timetables,Data Manager,Sheet1 - Row 46,"Why are simple timetable changes taking so long?

 I am swapping individual students from one class to another yet their calendars/timetables are not updating. Half an hour so far and still not updated. Just causing extra work, not to mention extra stress, as i need to keep going back and checking.

 This just isn't good enough. It's not even the start of term yet, when there will be lots of these changes to make. I need a system i can rely on, Arbor is not it! Arbor does not save me time or make my working life easier.",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions|Class and subject communication (students & guardians)
PFT-4750,189603,Core Student Record,behaviour escalation,data manager,Sheet1 - Row 47,"hi

 it would be good if a behaviour escalation could go to another behaviour type as well as a severity level.",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-4742,189546,Timetable,Adding lesson schedules manually in Arbor,Data Manager,Sheet1 - Row 55,"I am having to manually add scheduled lessons for things that have not come over from Timetabler, and it is absolutely ridiculous that we cannot assign to a period but have to put start and end times in. This is open to human error as well as taking extra time - when there are so many events to schedule like this. Please make Arbor recognise period times so that we can just assign to period 4 Monday B for example.",08. August 2025 - User feedback - Part 1.txt,August,2025,Secondary,Classroom Management,Room changes and timetable,Taking Period-by-Period Registers
PFT-4726,189220,Timetable,To be able to see student timetables for a whole class of students,Associate Assistant Principal,Sheet1 - Row 71,"In SIMS, I am able to export in a table the timetables for all students in a class - students down the side and period across the top. This means that I can quickly see which students are free for any given period. This allows me to plan in extra lessons or interventions, or quickly check if it would be possible to move a lesson to a different time, for example.

 The timetable gaps feature doesn't allow me to do this as it will only show me who is free, but not who isn't (or why not - sometimes, it might be that a couple of students are in other lessons that I can move to free them up).

 This is a really valuable feature that we have used a lot in my school - it seems like finding the same information in Arbor is going to be very laborious.",08. August 2025 - User feedback - Part 1.txt,August,2025,Secondary,Classroom Management,Room changes and timetable,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-4721,189154,Behaviour,Victim' and 'Perpetrator' on behviour incidents,Data Manger,Sheet1 - Row 76,,08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-4691,188695,Core Student Record,Holiday Club - one club set up for the MAT,Operations Manager,Sheet1 - Row 106,"It would be very useful if a holiday club could be set up for the whole trust. Currently when setting up holiday clubs we have to set one for each school this means we are setting up 11 clubs for one holiday club held in one of our schools. This is incredibly time consuming and proves difficult to print registers. So we also have to do a booking form via a google form so that we have one register for all of our schools.

 In addition to this the holiday club needs to be carried over two academic years, so if a holiday club starts in July and does not finish until the first week of September the clubs either have to be set up twice so that is 22 times or we have to delay the start of our academic year to cover the whole holiday period.",08. August 2025 - User feedback - Part 1.txt,August,2025,Secondary,Attendance & Registers,Bulk edit and workflow,Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers
PFT-4688,188635,,Take register screen to show class total like Integris did,Unknown,Sheet1 - Row 109,"When taking a class register on integris, the total number of pupils enrolled in the class was shown at the bottom of the screen. Several EWOs have now complained that this is not on Arbors ""Take register"" screen.

 Regards

 Anita Pirie

 London Borough of Redbridge Support Partner",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Attendance & Registers,Bulk edit and workflow,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-4680,188564,Meals,Show weeks worth of meals in register and in a better format in reports,Unknown,Sheet1 - Row 117,"As an Arbor support Partner, i have had many schools ask if there is a way to display meal choices in a better and more thorough way.

 At present when marking the dinner register, you only have the option to view one day at a time. My schools would like to be able to see the meal choices for the week. Similarly to the way in which you can see the marks for attendance for the week.

 In trying to fashion a report for schools as a work around, i discovered that you can not create a one-line per student report showing the meals taken for that week either. To see the weeks meal choices, the student is listed over 5 rows for each day of the week.

 Schools became very accustomed to the cross tab reporting options in integris and i am frequently being asked for cross tab style reports which simply cannot be made in Arbor.

 Anita Pirie

 London Borough of Redbridge",08. August 2025 - User feedback - Part 1.txt,August,2025,Primary,Attendance & Registers,Staff absence and cover,Completing Morning Registration and Meal Selections|Taking Period-by-Period Registers
PFT-4666,188211,Behaviour,Behaviour Incidents from Assignments,Headteacher,Sheet1 - Row 131,"currently, like many schools, we issue praise points to students, using a positive behaviour incident, when students do good homework. however, this unnecessarily difficult because we have to go to the assignments page to see who has done it, then close it down then go to a different page to assign the behaviour incident. it would be far easier if we could be in the assignment page and then bulk select students and assign a behaviour incident from there",08. August 2025 - User feedback - Part 1.txt,August,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Parent and guardian messages and notes|Setting and Reviewing Assignments (Homework)|Logging Behaviour and Setting Detentions|Setting and Reviewing Homework (Assignments)
PFT-5885,193963,SEN/SEND,flags for developing readers,Science teacher,Sheet1 - Row 10,It would be really helpful if we could add a user defined field called 'developing reader' to our seating plans in 'my classroom'.  Currently there are flags for behaviour incidents and pastoral information such as FSM or PP but we would like to be able to flag up pupils who we have identified as needing support with their reading.  I would be very grateful if you could look into it.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Behaviour incidents and logging,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Requesting Immediate Support (On-Call / Emergency Alert)|Class and subject communication (students & guardians)
PFT-5884,193956,SEN/SEND,Adding user defined flags,Assistant headteacher,Sheet1 - Row 11,It would be good if we could add a user defined field called 'developing reader' to our seating plans in 'my classroom'.  Currently there are flags for behaviour incidents and pastoral information such as FSM or PP but we would like to be able to flag up pupils who we have identified as needing support with their reading. This would give us more info and flexibility when adjusting seating plans,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Behaviour incidents and logging,Accessing Vital Pupil Context|Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Requesting Immediate Support (On-Call / Emergency Alert)|Class and subject communication (students & guardians)
PFT-5876,193933,Attendance,EVACUATION REGISTERS,Attendance,Sheet1 - Row 19,"Can I please ask that settings can be changed for our Evacuation Registers to be printed off by House then by Year Group?

 Currently the registers are printed off by Year Group.",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Evacuation and emergency registers,Conducting Emergency Evacuation Registers|Taking Period-by-Period Registers
PFT-5870,193918,Attendance,Count the number of students after taking the register,Classroom Teacher,Sheet1 - Row 25,Clear way of telling me how children have been registered present will help me when I do a checksum on the children present in my class.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Uncategorised,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5868,193916,Behaviour,Behaviour incidents nett score,Assistant Headteacher,Sheet1 - Row 27,To be able to build a custom report that shows a students nett score (Positive v negative) incidents based on their severity ratings.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Behaviour incidents and logging,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-5860,193886,Behaviour,Internal exclusion data,Internal Exclusion Coordinator,Sheet1 - Row 35,"When building reports for internal exclusion data the raw number is pulled from the students name being added to the register and not if the student was actually present on that day.

 For example: Student A is added to an Internal Exclusion register for the following day but does not attend school on that day the data will add one day of internal exclusion despite the student not attending.

 Is there anyway that the Internal Exclusion data can be pulled from the Present mark on the register rather than the student just being added to the register?",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Uncategorised,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
PFT-5858,193878,Behaviour,Ability to add behaviour points via Bulk Edit Marks Standard and Bulk Edit Marks Advanced,Information Systems Manager,Sheet1 - Row 37,Ability to add behaviour points via Bulk Edit Marks Standard and Bulk Edit Marks Advanced,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Points and rewards,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-5838,193833,Parent Portal/App,Bulk edit attendance marks advanced,Senior Education Support Officer,Sheet1 - Row 57,"Hi

 It would be useful if you search the whole screen for specific attendance codes as well as being able to filter each individual column.",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Bulk edit and workflow,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5831,193798,Behaviour,Suspension notification,Data Manager,Sheet1 - Row 64,"It would be really helpful if when sending a suspension notification, the attachment would also send. We currently have to send a separate email which means we then don't tick the 'Notify Guardians' button.",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Alerts and notifications,Accessing Vital Pupil Context|Logging Behaviour and Rewards|Parent and guardian messages and notes|Logging Behaviour and Setting Detentions|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-5829,193793,Attendance,Classroom view toggle,Teacher of computing,Sheet1 - Row 66,"It would be helpful if there was a way to ""toggle"" selected students in classroom view so that all students swap their status. This would allow quick entry of attendance data and rewards/sanctions/",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Uncategorised,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-5824,193769,Behaviour,Behaviour reports,Unknown,Sheet1 - Row 71,"It would be useful to run a report by time of day only, rather than time/date, as it is useful to know if there are more incidences in breaks/lunchtimes etc.",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Uncategorised,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-5812,193753,Groups & Enrolments,adding club and detention sessions,Data administrator,Sheet1 - Row 83,When added some clubs and detentions in our school we work on a two week timetable so some club/detentions are every other week (week A or week B) when adding sessions there doesn't seem to be an option to add just for week A or B so I have to add for all Mondays and then delete the Mondays that are not required this is quite time consuming.,09. September 2025 - User feedback - Part 1.txt,September,2025,Secondary,Behaviour Management,Detentions,Managing End-of-Day Dismissals and Clubs|Logging Behaviour and Setting Detentions
PFT-5811,193749,Behaviour,Changing teacher on detention slot,Data administrator,Sheet1 - Row 84,If teachers swap their detention duty you cannot delete the original teacher on Arbor and add a new one. You can add a new one but the original teacher stays on there as well. So it would be good to be able to delete teachers from detention slots.,09. September 2025 - User feedback - Part 1.txt,September,2025,Secondary,Behaviour Management,Detentions,Logging Behaviour and Rewards|Logging Behaviour and Setting Detentions
PFT-5798,193712,Timetable,User defined field on seating plans,Unknown,Sheet1 - Row 97,"Hi,

 It would be really helpful if we could add a user defined field called 'developing reader' to our seating plans in 'my classroom'. Currently there are flags for behaviour incidents and pastoral information such as FSM or PP but we would like to be able to flag up pupils who we have identified as needing support with their reading. I would be very grateful if you could look into it.

 Thanks",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Behaviour Management,Behaviour incidents and logging,Managing Classroom Seating Plans|Logging Behaviour and Rewards|Designing and Managing Seating Plans|Logging Behaviour and Setting Detentions|Requesting Immediate Support (On-Call / Emergency Alert)|Class and subject communication (students & guardians)
PFT-5797,193708,Timetable,Seating plan - UDF,Data Manager,Sheet1 - Row 98,"At the moment on seating plans you can see some demographic data along with the students targets. I have set up a user defined field, and it would be really useful for the teachers to be able to see that on their seating plans. The UDF identifies which students need support with their reading, so being able to see at a glance who needs this would be great.",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans
PFT-5785,193691,Attendance,Evacuation Registers,Attendance Lead,Sheet1 - Row 110,"Good morning, I wanted to raise a suggestion regarding access to alter the set-up of our emergency evacuation registers. We have multiple sites across our school, and currently all sites are printed on the evac registers. I was wondering if it would be possible to exclude certain groups that do not attend a particular site from pulling in the evacuation register. Also, I was wondering whether there was a way that we can insert a button for Arbor admin accounts on the homepage for printing the evacuation register, and programme it to shortcut our print queue so it prints instantly once the button is pressed?",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Evacuation and emergency registers,Conducting Emergency Evacuation Registers|Taking Period-by-Period Registers
PFT-5759,193626,Attendance,Parent Consultations,Office Manager,Sheet1 - Row 136,When we have parent's evenings over two nights it would be great to amalgamate the two registers to see who has not made an appointment.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Uncategorised,Completing Morning Registration and Meal Selections|Parent and guardian messages and notes|Preparing for Guardian Consultations (Parents' Evenings)|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5748,193595,Attendance,Planned absences for an entire class,Office Administrator,Sheet1 - Row 147,"If I mark an entire class out for afternoon registers as a 'planned absence' as a V for a school trip for instance.

 That register will show up the next day when I look back as an 'incomplete register' - it thinks that that register hasn't been taken by the teacher.

 The way to fix it is to pretend to take the daily register and then it opens and fills all the V's for school trip into place automatically and I just click 'back' at and nothing else.

 Vicky Evans",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Pre-planned absence and notes,Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5744,193575,Core Student Record,Display UDFs in My Classroom,Data Manager,Sheet1 - Row 151,"It would be useful to add user defined fields to the My Classroom area of Arbor.

 We would like teachers to see if a student was previously a looked after child when assigning their seating plans.

 Although My Classroom does indicate if a student is currently in LA Care, we have created a UDF to show if the child is known to social care (i.e. ceased to be looked after due to adoption, or SGO, etc).",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Seating plans and My Classroom,Managing Classroom Seating Plans|Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-5736,193550,Attendance,Correct attendance reporting for Post 16 students,Assistant Headteacher,Sheet1 - Row 159,"Hi

 The parent app currently provides misleading information for Post 16 students as it is based on session attendance rather than lesson attendance. Post 16 students do not necessarily have to attend all sessions so the figure provided is far too low. This feature cannot be turned off without impacting the app for all other parents. It is really important that we are able to use the app to accurately report attendance but this is not possible.

 I would be grateful if this issue could be addressed.

 Thank you.

 James Matcham",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Uncategorised,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5735,193549,Attendance,Correct attendance reporting for Post 16 students,Assistant Headteacher,Sheet1 - Row 160,"Hi

 The parent app currently provides misleading information for Post 16 students as it is based on session attendance rather than lesson attendance. Post 16 students do not necessarily have to attend all sessions so the figure provided is far too low. This feature cannot be turned off without impacting the app for all other parents. It is really important that we are able to use the app to accurately report attendance but this is not possible.

 I would be grateful if this issue could be addressed.

 Thank you.

 James Matcham",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Uncategorised,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5731,193539,Timetable,timetabling two rooms for same lesson,Unknown,Sheet1 - Row 164,Particularly in Performing Arts we need to be able to reserve / timetable 2 rooms at the same time. The fact that this is not possible in Arbor is definitely from Primary School set up where rooms do not change. We have in secondary school with sixth form so many events that need bigger rooms but cannot reserve eg a drama studio because the lesson can only be timetabled to one room and we timetable to the drama classroom. The same applies to Music. Please could you add this feature so as to be more able to conduct a secondary school timetable in Arbor.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Classroom Management,Room changes and timetable,Designing and Managing Seating Plans|Class and subject communication (students & guardians)
PFT-5730,193537,Groups & Enrolments,Improvement to parents booking after school activity clubs,Administration Assistant,Sheet1 - Row 165,"We currently send letters out to parents promoting after school clubs each half term and as I'm sure you can imagine this is time consuming and therefore we would like to use Arbor and encourage parents to book clubs on behalf of their child/ren. We have two members of staff that have children at our school and therefore we have used them as guinea pigs to determine how the club works from a parent's point of view and to establish what happens if the club is full.

 We created a test club and added our colleagues' two children and set the maximum participants to '1'. One colleague booked their child onto the club successfully, however, when the second colleague tried to book on her phone, she could get so far on the app until 'Select Membership Periods' at which point the screen went blank with a green button at the bottom and she couldn't go any further. I logged onto this colleague's account on a desk top computer to see if it is different and again, it allows me to register her child up until 'Select Membership Periods' - at this point there are no details to select in the drop down menu. If I click on the 'Confirm Registration' button, a box appears asking for the parent to consent and if I select 'Yes' the 'Select membership Periods' is highlighted in red but this is blank as mentioned above - so parents cannot get any further.

 I contacted Arbor support and was told the issues we are experiencing are because the club is at capacity.

 Unfortunately, due to this we are unable to use the clubs function for parents to book directly as it will cause more problems and is frustrating, it also looks like a technical glitch. A better solution would be for parents to see a message stating that the club is full and they have been added to a waiting list or to register their child on a separate waiting list (created in a similar manner as the main clubs).",09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Bulk edit and workflow,Accessing Vital Pupil Context|Parent and guardian messages and notes|Managing End-of-Day Dismissals and Clubs|Taking Period-by-Period Registers|Accessing Vital Pupil Context and SEND Passports|Class and subject communication (students & guardians)
PFT-5725,193529,Attendance,planned absence information from parents,Family Support Manager,Sheet1 - Row 170,Please can you add an alert to let us know when a parent has sent an absence message.,09. September 2025 - User feedback - Part 1.txt,September,2025,Both,Attendance & Registers,Pre-planned absence and notes,Parent and guardian messages and notes|Taking Period-by-Period Registers|Class and subject communication (students & guardians)
PFT-5713,193496,Behaviour,Bulk setting detentions,Data Manager,Sheet1 - Row 182,"When bulk setting detentions if even just one of the students in the list has a detention the next day it means you cannot set a detention for any of those students the next day.

 For example in a list of 20 students that are being bulk set a detention, if student A has detentions every day until a week later it will mean that everyone in the list can also only be set a detention in a weeks time. It would be nice if there was the option to filter this a bit more so the 'next day det' option is relative to the individual students.

 Thanks for considering

 Sophie Devenish",09. September 2025 - User feedback - Part 1.txt,September,2025,Secondary,Behaviour Management,Detentions,Logging Behaviour and Rewards|Taking Period-by-Period Registers|Logging Behaviour and Setting Detentions
